,Review
79,"packaging nya jelek banget, ini sih kyk nya ad oknum yg mau ngambil barangnya, kardusnya di buka di bagian samping yg ga di segel.. tolong next nya packing lbh baik lagi"
80,"tertipu, tidak ada gratis hadiah sarung seperti di gambar"
81,dijanjikan expired 1-2 th tapi dapetnyabulan 11.2022
82,"pesen 3 masker yang dikirim 1. my bad ga di video unboxing nya. tapi kecewa banget bisa lalai bgt team packing nya. please kerja yg fokus dan bener biar customer ga dirugikan begini. ga semua orang sempet bikin video unboxing begitu. so sorry kasih bintang 1 karna beneran kecewa. buat customer yang lain kalo baca ini, please be more careful ya kalo pesen disini, sesibuk apapun sempetin video unboxing!!!"
83,"sangat amat kecewa dengan pelayanan official store satu ini. barang cepat dikirim tp beli 2 diantar 1. baru pertama kali mengalami kejadian seperti ini dr official store. kekeliruan ada di penjual dianggap sah, tp pembeli tdk sempat unboxing tidak dapat ditoleransi padahal yang buka paket sudah lansia. kalau tidak untuk membelikan orang tua, sudah pasti ganti brand. sangat kecewa."
84,"dari awal saya c.o, saya langsung ajukan pembatalan karena salah masukan kupon, chat saya dibalas tapi barang tetap saya dikirimkan!!! makan tuh duit ""ngga ikhlas"" saya!!!"
85,slow respon
86,utk sunscreen nya bener2 ga recommend. butuh waktu lama utk di tap2 tapi ujung2nya ga rata. mana mahal lg huhu
87,"sudah sebulan lebih pake dan belum terlihat manfaatnya, malah tambah jerawatan"
88,yg diiklankan tidak sesuai
89,g ada bonus freenya
90,"pesen yang special edition, dikirim yang biasa :("
91,pesen retinol dikirim refining :(
92,barang ga kekirim. respon admin kurang memuaskan mohon maaf
93,iritasi
94,"ternyata berat hanya 10 gr , sama kemasan 20 gr"
95,"mini banget,,,ini mah cepat habis kecewa berat"
96,i
97,ga ada isinya
98,"hadiahnya ga dikirim-kirim sudah nunggu 2 bulan chat penjual dibilanh over load, ini sudah mau 3 bulan, sangat mengecewakam pembeli, percuma chat cs jawabannya sama diulang-ulang"
99,"sedih banget, ini entah ekspektasi ku ketinggian atau gimana. isinya bahkan untuk sekali pakai 2 ruas jari pun ndak cukup, ditekan isinya angin semua. serius memang segini atau gmna? padahal sebelumnya beli di official serum dll ok ok aja isinya penuh. 


udah seneng packagingnya bagus, tebel.

tapi kalau memang isinya cuma segini, macam sekali pakai dengan harga diatas 50k. ok, sangat tidak rekomen.

saya jarang banget isi review panjang kali lebar apalagi semengecewakan ini."
100,gadapet gift
101,"kecewa banget, ga sesuai dengan promonya, di gambar kedua, toko harusnya kasih retinol mask sheet, tapi di gambar pertama dikasihnya pouch yang kesannya murahan dan tidak berguna sama sekali, komplain di gambar ketiga ga pernah ditanggapi oleh toko yang labelnya âofficial storeâ, sebagai official store harusnya sudah ga ada kesalahan dan ketidakbenaran hal-hal sepele seperti ini, di gambar keempat, toko langsung update gambar produk seolah cuci tangan. dalam hal pengiriman juga lelet banget, giliran nanya-nanya untuk beli produknya gerak cepet banget, giliran komplain boro-boro dibales. kecewa banget."
102,"saya ga kecewa dgn produknya. tapi saya kecewa dgn pelayanannya. saya order satu dikirim 2. untung sy jujur yah, sy chat dong adminnya kok dikirim dua? apa emang dpt brgnya dua sesuai dgn di gmbr? adminnya blg bukan itu hanya memperlihatkan tampak depan dan belakang. adminnya minta mau ga gw bayar brgnya atau balikin brg lebihnya. lucu ya dia yg salah jadi nyusahin saya. kalau gw ga jujur mah diem2 aja gw dpt dua barang. saya di chat terus bisa gak dikirim balik brgnya. saya bilang ok nanti saya kirim balik. skr diteror mulu udah dikirim balik blm barangnya. dengan saya bilang saya akan kirim balik aja udah niat baik. saya di chat mulu kok jadi kayak saya yg salah yah. adminnya yg salah kok jadi kaya saya yg curi barangnya yah. rugi waktu tau!! sayang banget nih avoskin. produknya bagus tapi karyawannya ga kompeten. gak suka saya diteror mulu tunggu aja brgnya dtg!!!"
103,"pesan 15 oct, sampai 21 oct. dalam keadaan kuyup karena sudah habis isinya hahaha"
104,isinya dikit dipencet ga keluar2â¦ nyesel..
105,"kecewa, sudah hubungi pihak avoskinnya tapi tidak di respon"
106,bocor basah semuanya hampir habis essence nya
107,"bocor dong sampe hampir habis , sudah saya videokan pas unboxingnya juga
sedih banget sih padahal selalu pake avoskin, tapi baru sekarang dapet paket tumpeh tumpeh ð¥ºâ¹ï¸ð"
108,barang order tidak sampai
109,"salah kirim, barangnya kurang toner, udah gitu yang ngaco lagi.. barang yg salah kirim berupa sheetmask gw disuru beli coyyy.. literally dipaksa sih.. 35rb.. bukan masalah nominalnya tp masalah pelayanan yang sama sekali ga memuaskan.. harusnya dia tinggal ngirim lg barangnya yg kurang kan mslh selesai? ga panjang x lebar kayak gini"
110,"yang bermasalah bukan barang ini, tp kualitas pelayanan cs di sini.. ga bakal lg dah beli di sini"
111,misal tau isinya bakal beginian ga bakal dah purchase please lah avoskin g sah pelit2 amat :(
112,"tumpah semua, yang di terima botol kosong"
113,"mau ganti pesanan,gak mau dirubah,alasan otomatis system. padahal sy paham sekali sistem di tokped spt apa. fokusnya hanya jualan,bukan kepuasam pelanggan. bgmna mau mempertahankan image jika byk customer yg kecewa."
114,"bara tiba dengan selamat tapi  cs avoskin tolong diperbaiki lagi dia ngomong soal sop tapi ga paham yang saya bilang, cuma minta konfirmasi pesanan karena saya udah transaksi. ngomong kemana2 bilang sop! masa harus nunggu 2 hari untuk konfirmasi pesanan padahal udah transaksi loh, udah bayar!"
115,.
116,saya pesan masker apa kok ygdikirim malah yg ini
117,"produk kemungkinan besar tidak original, aroma sangat buruk seperti telur busuk. saya pengguna serum avo ysb aa jadi familiar dengan baunya. tapi produk ini sangat buruk, baunya bahan kimia menyengat seperti telur busuk. mau complain tapi sudah lewat 3 hari. hati hati aja."
118,kok isinya seperti kosong...isinya ga bisa keluar2 dari botol..jadi ga bisa kepake..padahal kemasan botol ampul dlm kardus segel
119,sekali pake wajah langsung breakout. jerawat muncul 5... syok. padahal berharap jerawat hilang eh malah muncul semua...
120,gift'nya penipuan marketink..ribut berkepanjangan. untunk dr tokopedia bisa membantu  sa atasi dgn solusi penjual harus mengirim gift kpd pembeli dgn wkt yg d tentukan..klo tdk maka dana kan kembali kpd pembeli. ya mao tdk mao pst avoskin kirim gift'nya donk. tolonk ini catatan pentink buat toko ini..jgn lg da lagi pembeli yg kena dampak sprt aku. dan jujur 4 jempol sa buat tokopedia dlm menyelesaikan masalah ini. dan gift'nya akhirx d kirim donk ke pembeli berkat tokopedia.trima ksih tokopediaððð. maaf buat toko ini sa ksih bintank 1..smoga bs blajar dr masalah ini..agar bs menjd lbh bae lg.ð.
121,"tekstur dan warnanya berbed, padahal belinya di official avoskin. biasanya serum retinol avoskin yg saya beli warnanya kekuningan dan kental, tp yg beli terakhir warnanya putih dan encer.,tdk konsisten .sdh komplain tp jawabannya tdk memuaskan, jadi ragu makenya. ilang deh duit rp194.200 ribu. mending ganti produk lain aja deh  drpada terjadi hal2 yg tdk diinginkan."
122,"beli pas sale 11.11 kemarin. pas datang, di kemasan tertulis exp date bulan januari 2023. saya melakukan protes melalui chat dengan admin.. saya mengirimkan bukti berupa foto ini, karena saya tidak membuat video unboxing, saya diminta menunggu konfirmasi pengecekan barang yg memakan waktu 4-5 hari dan menyatakan bahwa barang ini tidak diproduksi di bulan november 2022 ini. ya tentu nggak diproduksi di bulan november 2022 ini lah, kalo diproduksi di november 2022 nggak mungkin expired di bulan januari 2023. sangat kecewa dengan pelayanan dari toko ini, seharusnya dilakukan pengecekan terlebih dahulu sebelum barang dikirim. dari beberapa kali saya membeli produk di official avoskin store, baru kali ini kecewa karena pelayanannya. mungkin saatnya berpindah ke merk lain."
123,"dapat barang hampir expired. beli november 2022, expired januari 2023. saya tidak membuat video unboxing karena sudah 4 kali belanja tidak bermasalah karena ini juga official store avoskin juga. bisa dilihat bagaimana store lepas tanggung jawab dari chat yang saya dan adminnya. bagi yang mau beli, pikir-pikir lagi ya.. terus terang kalau saya kapok beli avoskin, saatnya beralih ke merk lain yg lebih mengutamakan kualitas produk yg dijual kepada pelanggan, bukan semata-mata cari untung. kalau di review bisa bintang 0, saya akan pilih bintang 0"
124,sabun mukanya lebih encer dan warnanya agak kuning
125,"udah bertahun2 pake avoskin karena cocok banget tapi baru pertama ini beli online pas dateng cuma botol doang. pengecekkan barang sebelum dikirim kurang, beli 2 botol 1 botolnya tumpah tidak bersisa. botol tidak pecah hanya tidak rapat penutupnya. minta tolong pengecekkannya diperbaiki dong avoskin, aku lihat ini udah kasus kesekian kalinya ð©"
126,serum yang dikirim kyknya udah rusak karena ada endapan di bawahnya dan bikin breakout
127,no review found
128,"beli lagi khusus buat kasi review yang sesuai, jangan percaya aja meski official store, beli 2 serum cuma di kirim 1, lihat dari bukti bentuk kotak saja sudah jelas isi nya 1 serum atau 2 serum, pihak avoskin pasti paham la. tapi tidak mau tanggung jawab karena alasan sudah lewat waktu, padahal sudah tau memang kurang kirim.mau untung juga gak gitu kali caranya"
129,dus tidak ada isinya
130,"sunscreen blepotan keluar dr tube, sebaiknya tube di seal"
131,"warnanya keruh, banyak gelembungnya, terus baunya anehð« itu gapapakah ? sumpah avoskin kali ini mengecewakan :"""
132,baru kali ini biasa nya beli ini baik2 ajah ð¤¦ð»ââï¸
133,"pembelian kedua kenapa dapet barang kek gini yaa, apa karna barang sale? encer banget creamnya. udah coba masukin kulkas tapi tetep gini, aman ga ya tetep dipakenya?"
134,"isinya kosong pertama kali beli barang begini, karena officialnya store jdi gak buat video dari 4 barang 1 barang isinya kosong"
135,no review found
136,hmm agak ragu dengan produk iniâ¦ baru sekali saya pakai kok jadi ada kerak putih2nya gini di kulit saya ya?
137,no review found
138,unproffesional with handling complainðð½
139,"sunscreen tidak sesuai foto, ternyata hanya yang 5ml. tidak dapat free wallet juga. fotonya bener2 missleading. kecewa banget."
140,saya ordernya avoskin retinol toner tapi yg dikirim miraculois refinning toner
141,kualitasnya tidak sesuai dengan yang saya beli sebelumnya. yang ini bikin kulit jadi kering dan peeling. harganyamemang jadi diskon tapi kenapa kualitasnya juga ikutan didiskon. baru review skrg karena memang produknya baru dipakai.
142,gak daoet 2 cuma dapet 1
143,"gausah beli di official store. cari merchant lain saja. ketika barang kosong malah dikirim barang lain tanpa konfirmasi. pelayanan cs jg ribet, saya diminta isi beberapa form dengan pertanyaan berulang. konsumen hanya diminta maklum karena selisih harga hanya 2000. orang belanja online krn cari yg praktis, tp kalau salah dan harus retur bolak balik buat apa? brand besar tp masih bisa salah kirim dan penanganannya buruk sekali."
144,"gausah beli di official store. cari merchant lain saja. ketika barang kosong malah dikirim barang lain tanpa konfirmasi. pelayanan cs jg ribet, saya diminta isi beberapa form dengan pertanyaan berulang. konsumen hanya diminta maklum karena selisih harga hanya 2000. orang belanja online krn cari yg praktis, tp kalau salah dan harus retur bolak balik buat apa? brand besar tp masih bisa salah kirim dan penanganannya buruk sekali."
145,kecewa pengiriman cukup lama dan bocor dikit isinya :(
146,"sumpah kecewa sii saya, baru pertama kali lho saya beli produk di official store online dan dikirimin produk yg udah mau expired. kecewa saya"
147,pelayanan oke tapi produk nya bikin iritasi.. semalam coba pakai toner+serum nya langsung muka perih iritasi plus merah2.. paginya coba lagi cm pake serum 1 tetes tetap perihh iritasi panas..
148,"penjual mengirim barang yg sudah dekat sekali masa expired nya, dengan dalih masih ada masa 6 bulan setelah tgl exp, hahah pemaksaan sekali!
saya sdh baca literatur bila produk retinol rentan rusaknya, dan pakainya jarang pula lama habisnya, lalu ini dikirim brg produksi 2 tahun lalu? 
hak pembeli utk mendapatkan barang yg sesuai ditolak. pembeli sudah chats dgn penjual utk retur, disertai bukti, tapi penjual menolak menggantikan dgn barang yg terbaru.
 sewaktu blum beli sudah ditanya kapan tgl exp, jawabannya cso 1-2 tahun, tapi dikirimnya barang produksi 2 tahun lalu, sudah mepet exp. pengen ketawa dan marah!
kagak sangka lagak official store tapi tidak punya komitmen, tidak melindungi hak konsumen. 
lebih baik beli dari store yg lain, yang lebih amanah menjaga konsumen.
hati2 jangan terkecoh membeli produk di store ini, tanyakan yg jelas kapan tgl produksi yg akan dikirim dengan pasti dan screenshoot jawabannya utk bukti.  

bila jawabannya: nanti dilihat sewaktu barang datang, lebih baik jangan mau beli, karena pasti diberi brg  lama yg masa exp tinggal edikit lagi. 

bila penjual mau jual harga diskonan, sebaiknya penjual jujur diawal, tidak menutupi, bhw tgl exp sekian, spy fair adil, dan konsumen tahu diawal.

saya jg seorang penjual, tapi saya pantang mendapatkan uang dgn cara menipu konsumen spt ini.
hai cso jangan bilang saya suruh kontak lagi ya, saya udah kontak berkali2 via chats, tapi tidak digubris.
btw saya lihat komplain pembeli yg lain di hari yg sama dengan saya, yg punya keluhan yg sama, dikirim brg exp mepet waktu ( lihat yg komplain bintang 1), jadi ternyata bukan saya saja, sudah banyak konsumen yg dirugikan.
hati2 ini berhubungan dengan kosmetik muka, kalau muka orang sampai kenapa2, apa situ mau tanggung jawab?"
149,"hati-hati belanja di sini. seller menginformasikan bahwa expired date 1-2th, kenyataannya saya menerima produk masa expirednya hanya sisa 9 bulan aja, saya beli untuk stock, terlalu mepet kalau hanya 9 bulan. saya udah mengajukan komplain mengikuti prosedur di tokopedia, namun seller menolak dan memberikan bukti yang tidak valid sama sekali (hanya screenshot kalimat penolakan dari saya) dan ditambah kalimat kurang lebih ""sudah mengirim produk sesuai dengan pesanan, kedaluwarsa di atas 6 bulan"", itu artinya toko ini secara tidak langsung menyatakan sebagai toko yang tidak berkompeten. pembaca ulasan ini pun bisa jadi ingin tertawa, di awal bilang expired date 1-2th, eh pas diajukan komplain malah bilang di atas 6 bulan. lucu sekali, bukan? hahahahaa. seller memberikan informasi palsu dan bohong, patut dikenai sanksi. saya tambah kesal dan jengkel, seller awalnya tidak meminta maaf, malah berdalih kalau produk yang saya terima masih aman untuk digunakan (komedi sekali ya). titik fokus di sini bukan ""masih aman digunakan"", karena seharusnya seller bisa komitmen dan profesional dalam berjualan, apalagi ini official store."
150,syng banget kulit jd kemerah2an :( dan gatel.. baru coba tonnernya padahal ð¢ð¢ð¢
151,syng banget kulit jd kemerah2an :( dan gatel.. baru coba tonnernya padahal ð¢ð¢ð¢
152,syng banget kulit jd kemerah2an :( dan gatel.. baru coba tonnernya padahal ð¢ð¢ð¢
153,barang tidak dikirim. pesanannya kurang. mengecewakan sekali qc nya
154,"digambarnya tertulis free toner 20ml ternyata tonernya tdk datang. setelah chat seller katanya limited stock. 

klo memang limited stock ko knp tdk ditulis atau dijelaskan. masa sekelas official store seperti ini. klo memang sdh habis yah gambarnya knp gk diganti aja

ternyata banyak yg mengeluhkan hal yg sama, ttg free gift yg tdk dikirim, harusnya pihak store bisa memperbaiki hal tsb

sisa umur simpan produk jg masa kurang dr 1thn hanya 9bln (exp nov)"
155,"i purchased the first date of the campaign (free mirror), but the package didn't include the mirror as the campaign said.

their product packaging also so poor looks cheap.
customer admin doesn't know their campaign as well.

totally bad experience"
156,"i purchased the first date of the campaign (free mirror), but the package didn't include the mirror as the campaign said.

their product packaging also so poor looks cheap.
customer admin doesn't know their campaign as well.

totally bad experience"
157,"i purchased the first date of the campaign (free mirror), but the package didn't include the mirror as the campaign said.

their product packaging also so poor looks cheap.
customer admin doesn't know their campaign as well.

totally bad experience"
158,"i purchased the first date of the campaign (free mirror), but the package didn't include the mirror as the campaign said.

their product packaging also so poor looks cheap.
customer admin doesn't know their campaign as well.

totally bad experience"
159,"i purchased the first date of the campaign (free mirror), but the package didn't include the mirror as the campaign said.

their product packaging also so poor looks cheap.
customer admin doesn't know their campaign as well.

totally bad experience"
160,"i purchased the first date of the campaign (free mirror), but the package didn't include the mirror as the campaign said.

their product packaging also so poor looks cheap.
customer admin doesn't know their campaign as well.

totally bad experience"
161,"i purchased the first date of the campaign (free mirror), but the package didn't include the mirror as the campaign said.

their product packaging also so poor looks cheap.
customer admin doesn't know their campaign as well.

totally bad experience"
162,"i purchased the first date of the campaign (free mirror), but the package didn't include the mirror as the campaign said.

their product packaging also so poor looks cheap.
customer admin doesn't know their campaign as well.

totally bad experience"
163,"i purchased the first date of the campaign (free mirror), but the package didn't include the mirror as the campaign said.

their product packaging also so poor looks cheap.
customer admin doesn't know their campaign as well.

totally bad experience"
164,"i purchased the first date of the campaign (free mirror), but the package didn't include the mirror as the campaign said.

their product packaging also so poor looks cheap.
customer admin doesn't know their campaign as well.

totally bad experience"
165,"i purchased the first date of the campaign (free mirror), but the package didn't include the mirror as the campaign said.

their product packaging also so poor looks cheap.
customer admin doesn't know their campaign as well.

totally bad experience"
